,0,1,2,3,4,5,6
4,제2018-1080호,봉황망코리아,9월  11일,한국 인사이트,"양예원  근황,  법정과  180도  다른 남자친구와  여행  중  ‘함박미소’",〃,〃
5,제2018-1081호,빅데이터뉴스,9월  12일,정치사회,"양예원  사건'  실장  동생,  양예원 낚시  사진에  ""오빠는  억울해  미칠 것  같다고  했는데..""    분노",〃,〃
6,제2018-1082호,세계닷컴,9월  12일,연예,"양예원사건'  스튜디오  실장  동생 ""오빠  유골  바다에  뿌렸는데, 바다낚시  기사  접하고  경악""",〃,〃
7,제2018-1083호,스포츠투데이M,9월  12일,연예,"양예원  사건'  실장  동생,  양예원 근황에  분노  ""오빠는  모든  것 잃어""  [전문]",〃,〃
8,제2018-1084호,아시아투데이닷컴,9월  11일,연예스포츠,"양예원,  남자친구와  여름  휴가? 회  접시  들고  미소",〃,〃
9,제2018-1085호,엠케이스포츠,9월  11일,연예,"양예원,실장49제도안됐는데…남자친구와배낚시",〃,〃
10,제2018-1086호,이투데이,9월  12일,사회,"실장  동생  주장  인물…""양예원, 억울하게  죽은  오빠  뿌려진 곳에서…""",〃,〃
11,제2018-1087호,인터넷   대전투데이,9월  12일,종합뉴스,"양예원,  음식  권하며  카메라  향해 미소지어…  뜻밖의    장소에서 조우했네…  달린  설명  들어보니…",〃,〃
12,제2018-1088호,인터넷 데일리스포츠월드,9월  11일,연예,"양예원,  남친과  배낚시  여행 근황에…누리꾼들의  댓글은 '갑론을박'",〃,〃
1,제2018-1089호,인터넷 무등일보,9월  12일,뉴스센터,"양예원  사건  실장  동생,  ""오빠는 죽기  전까지  억울  호소,  뼈  뿌려진 바다서  낚시라니""  분노",성폭력 피해자보호/사생활 침해,시정권고
2,제2018-1090호,인터넷 서울경제,9월  12일,사회,"양예원,  남친  배낚시  여행  근황 공개  後  SNS  게시글  삭제…무슨 일?",〃,〃
3,제2018-1091호,인터넷스페셜  경제,9월  12일,핫이슈,"양예원,  알고보니  배낚시  여행 때문  ""그녀의  피부가  탔던 이유는?""",〃,〃
4,제2018-1092호,인터넷 일간투데이,9월  12일,핫이슈,"양예원  사건  실장  동생의  의혹 제기,  “버티고  버텼다”  눈물→바다 위  회  한  점에  ‘방긋’…  코스프레?",〃,〃
5,제2018-1093호,인터넷 일요시사,9월  20일,오늘의 이슈,"바다낚시  논란'  비난에  양예원 변호사  분노  ""피해자가  어떤  삶 살길  원하냐""",〃,〃
6,제2018-1094호,인터넷 충청매일,9월  13일,라이프,"양예원  사건  실장  동생,  '고인 능욕'  당한  '설움'",〃,〃
7,제2018-1095호,인터넷 헤럴드경제,9월  12일,최신기사,“양예원  인천바다  낚시  기사  보고 경악”,〃,〃
8,제2018-1096호,톱스타뉴스,9월  13일,사회,"[이슈]  양예원,  최근  남자친구와 배낚시  여행?…“양예원  측 ‘낚시사진  논란?  대응할  가치  못 느껴”",〃,〃
9,제2018-1097호,e-경상일보,9월  11일,방송/연예/이슈,"양예원,  카메라  향해  음식  권하는 듯한  포즈…  뜻밖의  장소에서 조우…  여기는  어디?",〃,〃
10,제2018-1098호,e-울산매일신문,9월  12일,핫이슈,"양예원,  뜻밖의  장소에서 조우했네…  달린  설명  들어보니… 음식  권하며  카메라  향해 미소지어",〃,〃
11,제2018-1099호,KNS뉴스통신,9월  17일,핫이슈,"양예원,  '바다낚시  논란' 반박…""본질  흐리는  논란,  응대 안할  것""",〃,〃
12,제2018-1100호,TV  Daily,9월  11일,방송,"양예원  근황,  남자친구와  함께 환한  미소  '양예원  남자친구 누구?'",〃,〃
1,제2018-1101호,UPI  뉴스,9월  12일,사회,"양예원  사건'  스튜디오  실장  동생 ""오빠의  억울함  풀어달라""",성폭력 피해자보호/사생활 침해,시정권고
2,제2018-1102호,데일리그리드,9월  13일,방송통신,"양예원,  이렇게까지  해야  하나? 실장  동생  분노에  결국  해명 ""사망  이후  사진  아니다""",〃,〃
3,제2018-1103호,데일리안,9월  13일,사회,"양예원  사건  실장  동생  주장 선긋기,  머리스타일  때문?",성폭력 피해자보호,〃
4,제2018-1104호,동아닷컴,9월  12일,사회,"스튜디오  실장  동생  추정  A “양예원  낚시  사진  경악,  우린 지옥인데…”",〃,〃
5,제2018-1105호,디스패치뉴스,9월  12일,All,"""양예원  바다낚시  기사  보고 경악했다""  (스튜디오  실장  동생)",〃,〃
6,제2018-1106호,부산닷컴,9월  13일,-,"양예원  사건  실장  동생  바다낚시 분노  글에  양예원  측    ""사망  이후 사진  아냐""",〃,〃
7,제2018-1107호,아시아뉴스통신,9월  13일,사회,"양예원  사건'  실장  동생  분노글 올려...""바다낚시에  경악""",〃,〃
8,제2018-1108호,인터넷 국제신문,9월  13일,뉴스,"양예원,  숨진  스튜디오  실장이 뿌려진  바다  위에서  낚시했나",〃,〃
9,제2018-1109호,인터넷 에너지경제,9월  13일,-,"양예원  사건'  실장  동생,  ""죽은 뒤에도  시달려""  웃음과  눈물  둘 다  보인  유투버의  속내",〃,〃
10,제2018-1110호,인터넷 이코노믹리뷰,9월  13일,LIFE&PEOPLE,양예원  사건  실장  동생  주장 선긋기…머리스타일이  다르다?,〃,〃
11,제2018-1111호,인사이트,9월  12일,정치〮사회,"""오빠  재  뿌려진  곳이다""…양예원 사건  스튜디오  실장  동생이  남긴 글",〃,〃
12,제2018-1112호,인터넷 금강일보,9월  12일,사회,"양예원  근황  사진에  스튜디오 실장  유족  ""정말  화가  난다""",〃,〃
13,제2018-1113호,인터넷 스포츠경향,9월  13일,연예,“오빠  유골  뿌려진  곳에서 바다낚시  경악”  실장  동생 분노…양예원  측  “대응할  가치 없어”,〃,〃
1,제2018-1114호,스포츠한국,9월  12일,시사,"양예원  사진  유출  혐의  실장  동생 ""낚시?  오빠  죽은  후  지옥서 사는데""",성폭력 피해자보호,시정권고
2,제2018-1115호,인터넷 아주경제,9월  13일,-,"양예원  사건'  실장  동생  분노케한 낚시  사진,  양예원  측  ""거기서 장례  치러졌는지  알았겠느냐""",〃,〃
3,제2018-1116호,인터넷 제민일보,9월  13일,연예,"양예원  사건'  실장  동생,  웃음과 눈물  모두  작창한 유튜버에…""죽은  뒤에도  시달려""",〃,〃
4,제2018-1117호,인터넷 일간리더스경제신문,9월  13일,뉴스,"양예원  사건  실장  동생  글  논란 확산  …변호인  ""피해자들이 두문불출  할  이유가  있나.  그냥   일상""",〃,〃
5,제2018-1118호,인터넷 전기신문,9월  13일,전기문화,"양예원사건'실장동생격노""배낚시…유족능욕행위""카톡메시지진위강조",〃,〃
6,제2018-1119호,조선닷컴,9월  13일,사회 일반,"""오빠  뿌린  바다에서  낚시라니""... 양예원  측  ""응대  않겠다""",〃,〃
7,제2018-1120호,쿠키뉴스,9월  13일,영상,"[쿠키영상]  양예원  측  ""양예원 사건  실장  동생  낚시사진  논쟁, 대응할  가치  못    느껴""…""성범죄 피해자가  왜  괴로워해야  하나""",〃,〃
8,제2018-1121호,한경닷컴,9월  13일,사회,"""죽은오빠유골뿌려진곳에서낚시""…양예원사건실장동생주장사실?",〃,〃
1,제2018-1122호,인터넷 매일신문,9월  20일,연예,"유키스  동호  이혼  서류  제출 소식에…""아이돌    최연소  결혼, 최연소  이혼?""",사생활 침해,시정권고
2,제2018-1123호,인터넷 금강일보,9월  27일,문화,"동호,  결혼  3년만에  파경…동호 前  부인  “아들  건드리지  마”",〃,〃
3,제2018-1124호,인터넷 코리아데일리,9월  20일,연예,"동호  이혼,  페이스북에  직접  남긴 글  눈길  ""부부  관계  끝났지만..""",〃,〃
4,제2018-1125호,내외뉴스통신,9월  20일,오늘의핫뉴스,"유키스  출신  동호,  별거·이혼? ""너무  사랑해서..""  확신은",〃,〃
5,제2018-1126호,뉴스렙,9월  20일,스포츠 연예,"이혼'  동호,  아들  향한  부성애 '아이가  컸을  때  생각하면...""",〃,〃
6,제2018-1127호,메트로신문,9월  20일,문화,"유키스  동호,  이혼  소식 전해...""어린  나이에  결혼 결심했는데..""",〃,〃
1,제2018-1128호,비즈엔터,9월  20일,TV,"유키스  출신  동호,  결혼  3년만 이혼  '공식입장  無'",사생활 침해,시정권고
2,제2018-1129호,이투데이,9월  20일,연예/스포츠,"‘어린  아빠’  동호,  아들  아셀  위해 조리사  도전도  했는데  ‘파경’",〃,〃
3,제2018-1130호,인터넷 국제신문,9월  20일,-,유키스  출신  동호  파경  소식에 SNS  아이디  눈길  ‘아셀이  아빠’,〃,〃
4,제2018-1131호,인터넷 무등일보,9월  20일,-,"유키스  동호  파경,  이성  문제로 부부싸움  잦았다  ""바로  옆에서 남자가  대시…""",〃,〃
5,제2018-1132호,인터넷 중부일보,9월  20일,연예,"""동호  이혼  절차  마무리했다""  근황 전한  동호  父  신성철  대표  누구? 아이돌매거진  '포토뮤직'    등  발행",〃,〃
6,제2018-1133호,톱데일리,9월  20일,연예〮스포츠,"애처가  면모  보인  동호, 갑작스러운  이혼  소식에  관심… “DJ  하면서  자유롭게  살고  싶어”",〃,〃
7,제2018-1134호,뉴스웍스,9월  20일,연예〮스포츠,"유키스  동호  파경  ""결혼  공개하고 기사화할  생각  없었는데  카메라 들이대고…""",〃,〃
8,제2018-1135호,데일리안,9월  20일,연예,"유키스  동호,  결혼  3년  만에 파경?  아들과도  따로  지내",〃,〃
9,제2018-1136호,비즈트리뷴,9월  20일,연예,"유키스  동호,  결혼  3년  만에 이혼…아들  양육권,  절차  통해 판단  받을  예정",〃,〃
10,제2018-1137호,스포츠투데이M,9월  20일,연예,"동호,  결혼  3년만  이혼 절차…아내·아들과  별거  중",〃,〃
11,제2018-1138호,아시아경제닷컴,9월  20일,연예스타,"신성철""아들동호,성격차이로이혼…연예계복귀가능성은없어""",〃,〃
12,제2018-1139호,인터넷 스포츠서울,9월  20일,-,"유키스  동호,  결혼  3년  만에 파경…이혼  준비중,  아내-아들과 별거  중",〃,〃
13,제2018-1140호,인터넷 영남일보,9월  20일,문화,"파경맞은  유키스  동호,  아이돌 최연소  결혼  아들까지  낳았는데... ""안타까워""",〃,〃
1,제2018-1141호,인터넷 이뉴스투데이,9월  20일,연예〮스포츠,유키스  출신  '동호'  이혼  화제  속 '화목한'  부자  사진  화제,사생활 침해,시정권고
2,제2018-1142호,인터넷 제민일보,9월  20일,연예,"유키스  동호  파경,  평소  이성 관계로  부부싸움  多  ""바로  옆에서 남자가  대시…""",〃,〃
3,제2018-1143호,전자신문엔터테인먼트,9월  21일,연예,"동호,  어린  나이에  ‘결혼’  결심 확고했던  까닭",〃,〃
4,제2018-1144호,스포츠한국,9월  20일,연예,"동호,  아내가  남겼던  의미심장한 SNS  ""스트레스  쌓인게  터졌다""",〃,〃
5,제2018-1145호,인터넷 시사매거진,9월  20일,키워드,동호  결혼  3년  만에  이혼서류 제출  아내와  별거  중,〃,〃
6,제2018-1146호,인터넷 중도일보,9월  20일,핫클릭,"유키스  출신  동호,  인형미모 아내와  이렇게 다정했는데...누리꾼들  ""진짜 이혼?""  이미    SNS는  삭제",〃,〃
7,제2018-1147호,톱스타뉴스,9월  20일,엔터,"‘이혼  절차’  유키스  동호,  과거 아내와  달달한  모습  눈길…‘매일 발도  씻겨줬는데’",〃,〃
8,제2018-1148호,디스패치뉴스,9월  21일,ALL,성관계  하려다  트랜스젠더인  것 확인하고  폭행한  한국인  남성들,피의자신원공개,〃
9,제2018-1149호,온라인 중앙일보,9월  27일,사회,한인  부부  보험사기단 적발…아내를  조카로  수혜자  꾸며,〃,〃
10,제2018-1150호,인터넷 일간스포츠,9월  27일,국제,한인  부부  보험사기단 적발…아내를  조카로  수혜자  꾸며,〃,〃
11,제2018-1151호,인터넷 아주경제,10월  23일,사회,바둑계  미투'  폭로한  코세기 디아나는  누구?,성폭력 피해자 보호,〃
12,제2018-1152호,여원경제뉴스,10월  16일,政·經·社,"동덕여대  알몸남  드디어  검거, 대학이  책임져야  하는  이유","음란,포악,잔인 범죄묘사",〃
13,제2018-1153호,인사이트,10월  15일,정치·사회,"경찰,  동덕여대  강의실서  알몸으로 자위행위  하던  20대  남성  검거",〃,〃
1,제2018-1154호,인터넷 한라일보,10월  16일,뉴스,"동덕여대  알몸남  검거,  음란물 촬영  후  자위  행위  ""여대생들 앉았던  자리에서…""  끔찍","음란,포악,잔인 범죄묘사",시정권고
2,제2018-1155호,조세금융신문,10월  16일,이슈투데이,"동덕여대  알몸남  검거,  자위 행위까지…끔찍한  만행  ""여대생들 앉았던  자리  위""",〃,〃
3,제2018-1156호,한경닷컴,10월  16일,사회,‘동덕여대  알몸남'  자격증  교육 받기위해  출입…여대  금남구역 될까,〃,〃
4,제2018-1157호,인사이트,10월  19일,정치·사회,"""얼굴에만  칼자국  32개""…강서구 PC방  살인사건  담당의사가  밝힌 당시  상황","음란,포악,잔인  범죄 묘사,충격 혐오감",〃
5,제2018-1158호,인터넷 시사저널,10월  26일,이슈,"악마가  된  청년의  끔찍한  살인극, 그  전모",〃,〃
6,제2018-1159호,녹색경제신문,10월  20일,대중문화,강서구  PC방  살인사건  피해자의 담당의'로서  남궁인  교수  페이스북 글  전문,충격 혐오감,〃
7,제2018-1160호,인터넷 기호일보,10월  18일,뉴스,"강서구  PC방  살인,  ""진술 무엇인지  너무도  궁금해""…거센 후폭풍  조짐이","음란,포악,잔인 범죄묘사",〃
8,제2018-1161호,인터넷 중도일보,10월  18일,뉴스,"강서구  PC방  살인'  커지는  분노… ""우울하면  사람  죽여도  되나""",〃,〃
9,제2018-1162호,인터넷 한라일보,10월  18일,뉴스,"강서구  PC방  살인사건,  공범  안 잡혀…여성  목격자  두려움  호소 ""약  먹은  형  뒤로""",〃,〃
10,제2018-1163호,조세금융신문,10월  18일,LIFE,"강서구  PC방  살인사건,  ""약  먹은 형  뒤로…""  공범  안  잡히자 두려움  증폭된  목격자",〃,〃
11,제2018-1164호,주식회사 뉴스핌,10월  21일,사회,강서구  PC방  살인사건'···  애꿎은 죽음의  전말,〃,〃
12,제2018-1165호,한경닷컴,10월  18일,사회,강서구  PC방  살인'에 분노…무자비한  난도질  지켜본 동생이  거리  활보?,〃,〃
13,제2018-1166호,뉴스워커,10월  18일,고용·인권·윤리,"[뉴스워커_기자의  窓]  서울 강서구  PC방  살인사건,  가해자 처벌  또  겉도나",〃,〃
1,제2018-1167호,메디컬리포트,10월  22일,Health &  Life,[강서구pc방살인사건]  인면수심 ‘김성수’  눈도  제대로  안  뜨고  할 말  다해···  평온한  모습'  피해자   잘생겨서  살해했다'?,"음란,포악,잔인 범죄묘사",시정권고
2,제2018-1168호,인터넷 팸타임스,10월  24일,라이프,"[☞핫키워드]김성수 동창‧동생‧문신  등  김성수 신상공개,  강서구PC방  살인 조선족‧남궁인  증언  충격",〃,〃
3,제2018-1169호,인터넷 팸타임스,10월  22일,라이프,"강서구  PC방  살인  사건에  이어 40대  여성  피살  소식까지,  처참한 현장  범행  도구는  '칼'",〃,〃
4,제2018-1170호,디스패치뉴스,10월  4일,All,딸  괴롭힌  초등생  죽이고 여유롭게  경찰  기다린  남자,"음란,포악,잔인  범죄 묘사,충격 혐오감",〃
5,제2018-1171호,뉴스웍스,9월  21일,국제,"홍콩  의사,  일산화탄소  요가볼로 아내와  딸  살해",범죄수법상세묘사,〃
6,제2018-1172호,연합뉴스,9월  20일,최신기사,일산화탄소  요가볼'로  아내·딸 살해한  홍콩  의대교수  종신형,〃,〃
7,제2018-1173호,코리아뉴스,10월  2일,국제,"요가볼  일산화탄소  살인  교수, 종신형  선고",〃,〃
8,제2018-1174호,세계닷컴,9월  20일,국제,일산화탄소  요가볼'로  아내·딸 살해한  홍콩  의대교수  종신형,〃,〃
9,제2018-1175호,아시아경제닷컴,9월  20일,국제,"홍콩  의대  교수,  일산화탄소  든 요가볼로  아내·딸  살해해  종신형",〃,〃
10,제2018-1176호,인터넷  브릿지경제신문,9월  20일,국제,"여제자와  불륜'  홍콩  의대교수, '일산화탄소  요가볼'로  아내와  딸 살해…종신형  선고",〃,〃
11,제2018-1177호,인터넷 스포츠경향,9월  20일,라이프,일산화탄소  요가볼'로  아내·딸 살해한  홍콩  의대교수  종신형,〃,〃
12,제2018-1178호,코리아뉴스타임즈,9월  20일,사회,"홍콩의대  교수,  일산회탄소로  아내 살해  '종신형'",〃,〃
1,제2018-1179호,톱스타뉴스,9월  20일,국제,‘일산화탄소  요가볼’로  아내·딸 살해한  홍콩  의대교수  종신형,범죄수법상세묘사,시정권고
2,제2018-1180호,온라인 중앙일보,9월  20일,사회,"50대  한인,  아내와  자녀  총쏘고 자살…메릴랜드  소도시서  극단 선택","자살자, 유족  신원 공개  및 사생활 침해",〃
3,제2018-1181호,인터넷 일간스포츠,9월  20일,사회,"50대  한인,  아내와  자녀  총쏘고 자살…메릴랜드  소도시서  극단 선택",〃,〃
4,제2018-1182호,세계닷컴,10월  14일,국제,[영상]  사람  눈에서  15cm  기생충 나와,충격 혐오감,〃
5,제2018-1183호,인터넷파이낸셜뉴스,10월  14일,국제,"사람의  눈에서  나온  15cm 기생충..""믿기  힘들어""",〃,〃
6,제2018-1184호,아시아경제닷컴,10월  31일,사회,“뼈가  몸에  좋다?”…中정부 허가에  호랑이·코뿔소  수난  시대,〃,〃
7,제2018-1185호,인터넷 시사뉴스,9월  19일,뉴스와이드,충주  종교행사서  ‘산채로  소가죽 벗겼다?’  소문확산,〃,〃
8,제2018-1186호,법률방송뉴스,10월  4일,뉴스,[블랙박스  영상]  윤창호씨  친 음주운전자  박씨  당시  상황  기억 못해  “사과는  커녕  연락도  안 왔다”,〃,〃
9,제2018-1187호,영남일보,10월  30일,H8,척추·관절센터  연계  ‘토털 케어’…보건복지부  지정  척추전문 병원,기사형광고,〃
10,제2018-1188호,인터넷 영남일보,10월  30일,보건의료,"참조은병원,  척추·관절센터  연계 ‘토털  케어’…보건복지부  지정 척추전문  병원",〃,〃
11,제2018-1189호,스포츠조선닷컴,10월  23일,라이프,"육의곤  장튼위튼병원  대표원장, ""치료의  새  패러다임  제시할  터""",〃,〃
12,제2018-1190호,인터넷 헤럴드경제,10월  24일,일반,"[클릭!  새병원]  대장항문명의 육의곤  박사,  장튼위튼병원  개원",〃,〃
1,제2018-1191호,인터넷 내일신문,9월  13일,사회,"자생한방병원,청주에서도한·양방비수술척추치료",기사형광고,시정권고
2,제2018-1192호,더  셀럽,10월  19일,문화/사회,"강서구PC방    살인'  담당의  남궁인 ""우울증은  칼을  쥐어주지  않는다"" 심신미약에  일침",충격 혐오감,〃
3,제2018-1193호,디스패치뉴스,10월  21일,All,"“강서  PC방  피해자  상태  공개, 의료윤리  위반”    (현직  의대  교수)",〃,〃
4,제2018-1194호,마이데일리,10월  19일,사회&산업,"남궁인  담당의  “강서구  PC방  살인 피해자  얼굴에만    칼자국  30개 정도,  엄중처벌해야”[입장전문]",〃,〃
5,제2018-1195호,부산닷컴,10월  19일,-,강서구  PC방  살인사건  담당의 남궁인  페이스북  입장    전문,〃,〃
6,제2018-1196호,뷰스앤뉴스,10월  19일,사회,"PC방  피살자  담당의  ""얼굴에만 칼자국이    30개였다""",〃,〃
7,제2018-1197호,세계닷컴,10월  19일,사회,"강서구  PC방  살인'  담당의  남궁인 ""모든    상처는  칼이  뼈에  닿은  후 멈췄다""(전문)",〃,〃
8,제2018-1198호,스카이데일리,10월  19일,사회,[전문]PC방  살인사건  담당의사 SNS에  “참담·잔혹”,〃,〃
9,제2018-1199호,스포츠조선닷컴,10월  19일,엔터테인먼트,"강서구  PC방  살인'  피해자  담당의 남궁인    ""얼굴  자상  32개,  모두 뼈까지  찔러  넣었다""(전문)",〃,〃
10,제2018-1200호,인터넷 국제신문,10월  19일,뉴스,"남궁인  ""나는  강서구  PC방  살인 피해자의    담당의였다""...참혹했던 진료기록[전문]",〃,〃
11,제2018-1201호,인터넷데일리스포츠월드,10월  19일,이슈,"강서구  PC방  살인'  담당의  남궁인 ""모든    상처는  칼이  뼈에  닿은  후 멈췄다""(전문)",〃,〃
12,제2018-1202호,인터넷 매일신문,10월  19일,사회,"강서구  PC방  살인사건  담당의 남궁인  심경글    ""살아도  사는 것이  아냐…악한  본성에  대항할 수  없는  무기력""",〃,〃
1,제2018-1203호,인터넷 서울신문,10월  19일,사회최신,‘강서구  PC방  살인사건’  담당 의사가  쓴  분노의  글···“다시 불씨가  되기를···”,충격 혐오감,시정권고
2,제2018-1204호,인터넷 스포츠동아,10월  19일,최신뉴스,[전문]  ‘강서구  PC방  살인사건’ 남궁인  교수    “심신미약?  잠재적 살인마  만드는  꼴”,〃,〃
3,제2018-1205호,인터넷 코리아데일리,10월  19일,사회,"강서구  PC방  살인  담당의 ""비인간적인  범죄.  우울증은 그에게  칼을  쥐여  주지  않아"" (전문)",〃,〃
4,제2018-1206호,조선닷컴,10월  19일,연예 포토,"강서구  PC방  살인'  피해자  담당의 남궁인    ""얼굴  자상  32개,  모두 뼈까지  찔러  넣었다""(전문)",〃,〃
1,제2018- 1207호,인터넷금강일보,11월  22일,사회,"이재록,  슈퍼주니어  은혁이  화제에 오른  이유는?    ""안수기도  받기도""",사생활 침해,시정권고
2,제2018- 1208호,MBC-TV,11월  16일,뉴스데스크,[단독]  구두  닦고  자녀  학원 등원까지…'폭언'  항의하자  해고,〃,〃
3,제2018-1209호,인터넷 미디어오늘,11월  21일,TOP,"[단독]  조선일보  사장  손녀, 운전기사  ‘폭언’  녹취록  공개",〃,〃
4,제2018-1210호,위키트리,11월  21일,-,“돈  벌거면  똑바로  벌어”  고용주 초등학생  딸이  운전기사에게  한 말,〃,〃
5,제2018-1211호,인사이트,11월  22일,정치·사회,"10살  딸  '폭언'  보도에  화난  아빠 ""아이  '괴물'로  만드는  보도는 법적대응한다""",〃,〃
6,제2018-1212호,스타트뉴스,11월  12일,-,본사  특종  '논산여교사'  불륜  사건 인터넷서  '후끈',〃,〃
1,제2018-1213호,법률방송뉴스,11월  13일,뉴스,"논산  여교사  카톡문자·얼굴사진 등  신상  유출,  교육청  불륜·성폭행 조사...  법원  “가정파탄  책임 있어”",사생활 침해,시정권고
2,제2018-1214호,인터넷 팸타임스,11월  26일,라이프,"[☞핫키워드]  김나영  ""남편,  아들 임신  때  크게  기뻐하지  않아"" 김나영  남편  직업·혐의  정리",피의자 신원공개/사생활  침해,〃
3,제2018- 1215호,말산업저널,11월  24일,생활시사,"김나영,  나이  열살  연상  남편 무슨짓  했길래  이른  새벽부터   ?아지는  대중들  시선!",사생활 침해,〃
4,제2018- 1216호,세계닷컴,11월  24일,연예,"200억  사기  연루  남편  구속, 김나영  비공개  전  SNS에  ""엄마 울어?응""",〃,〃
5,제2018- 1217호,인터넷 데일리한국,11월  23일,문화〮스포츠,"김나영,  인스타그램  계정  비공개 전환  '아들  최신우  계정도  비공개'",〃,〃
6,제2018- 1218호,화이트페이퍼,11월  23일,사회/문화,"김나영,  인스타그램  비공개  전환 '아들  신우  계정  또한'",〃,〃
7,제2018- 1219호,비즈트리뷴,11월  26일,연예,"김나영,  남편  구속  논란으로  '날 보러와요'  '차이나는  클라스' 통편집  …""최근  이슈  고려해   편집했다""",〃,〃
8,제2018- 1220호,인사이트,11월  23일,엔터테인먼트,김나영  남편  '200억원'  불법 취득한  혐의로  '구속',〃,〃
9,제2018- 1221호,인터넷 디지털타임스,11월  28일,뉴스,"김나영  남편  구속으로  방송출연분 통편집  당해  ""죗값  치를  것""",〃,〃
10,제2018- 1222호,인터넷 아시아타임즈,11월  23일,뉴스,"김나영,  남편  불법  선물거래소 운용  구속…200억대  부당이득 취득  혐의",〃,〃
11,제2018- 1223호,인터넷 천지일보,11월  24일,연예,"김나영,  남편  200억대  부당이득 논란  사과…  “남편  죗값  치를  것”",〃,〃
12,제2018- 1224호,폴리뉴스,11월  24일,라이프,"김나영,  이른  새벽부터  쏱아지는 대중들  시선...나이  열살  연상 남편  무슨짓  했나?",〃,〃
13,제2018- 1225호,부산닷컴,11월  19일,뉴스,"사기설'  휩싸인  마이크로닷  부모, 마이크로닷과  꼭  닮은  '붕어빵 외모'  눈길",피의자 신원공개/사생활  침해,〃
1,제2018- 1226호,엑스포츠뉴스,11월  21일,국내연예,"""뉴질랜드서  대규모 한식당""…마이크로닷  부모,  과거 '도시어부'  출연도  화제",피의자 신원공개/사생활  침해,시정권고
2,제2018- 1227호,인터넷 헤럴드경제,11월  20일,문화,"마이크로닷  방송서  “부모님, 뉴질랜드  가자마자  엄청난  돈 사기  당해”",〃,〃
3,제2018- 1228호,족구뉴스,11월  20일,문화이슈,"마이크로닷,부모님 얼굴공개,""인물이  좋으시다""  최대 수혜자?",〃,〃
4,제2018- 1229호,인터넷 팸타임스,11월  19일,라이프,"사이코패스  조두순  사건  정리, 상상할  수  없을만큼 '끔찍'…출소일,  출소날짜,  형량, 얼굴에  국민  분노",범죄  묘사,〃
5,제2018- 1230호,연합뉴스,11월  29일,-,정세현  전  통일부  장관 방북...‘김정은  답방  물밑  논의’ 주목,보도윤리,〃
6,제2018- 1231호,세계닷컴,11월  29일,정치,정세현  전  통일부  장관 방북...'김정은  답방  물밑  논의' 주목,〃,〃
7,제2018- 1232호,인터넷 경향신문,11월  29일,정치,정세현  전  통일부  장관 방북...‘김정은  답방  물밑  논의’ 가능성,〃,〃
8,제2018- 1233호,매경닷컴,11월  29일,국제,정세현  전  통일부  장관 방북...'김정은  답방  물밑  논의' 주목,〃,〃
9,제2018- 1234호,인터넷 문화일보,11월  29일,정치,정세현  전  통일부  장관 방북...‘김정은  답방  물밑  논의’ 주목,〃,〃
10,제2018- 1235호,인터넷 스포츠조선,11월  29일,문화,정세현  전  통일부  장관 방북...'김정은  답방  물밑  논의' 주목,〃,〃
11,제2018- 1236호,인터넷 헤럴드경제,11월  29일,스포츠,‘한반도  문제  현인’  정세현  전 통일부      장관  비공개  방북,〃,〃
12,제2018- 1237호,인터넷이데일리,11월  19일,-,"실종된  21세  韓유학생, 템즈강에서  시신으로  발견돼",자살자 신원공개,〃
13,제2018- 1238호,뉴스핌,11월  19일,글로벌,"런던  실종'  한인  유학생,  실종 일주일  만에  숨진  채  발견",〃,〃
1,제2018- 1239호,빅데이터뉴스(TheBigData),11월  19일,정치·사회,"실종  유학생,  영국에서  왜  싸늘한 시신으로  발견됐나?",자살자 신원공개,시정권고
2,제2018- 1240호,세계닷컴,11월  19일,국제,한인  대학생  대상  집단폭행에 사망까지…불안에  떠는  런던 유학생들,〃,〃
3,제2018- 1241호,인터넷 금강일보,11월  19일,사회,"실종  유학생  사망...""밝은  친구"" 타살  정황  없다  왜?",〃,〃
4,제2018- 1242호,인터넷 내외일보,11월  19일,세계,런던  실종  유학생  사망...  타살 정황  없다?,〃,〃
5,제2018- 1243호,전자신문인터넷,11월  19일,-,"실종  유학생  사망,  강  근처서  발견 '타살  흔적  無'",〃,〃
6,제2018- 1244호,한국정책신문,11월  19일,사회,"실종  유학생  사망,  타살  의혹  왜 제기하지  않나?",〃,〃
7,제2018- 1245호,인사이트,11월  23일,핫이슈,시속  131km'로  택시기사 들이받은  BMW  운전자에  '금고 2년'의  형벌이  떨어졌다,충격 혐오감,〃
8,제2018- 1246호,인사이트,11월  22일,핫이슈,"""나를  웃겨보라""며  펄펄  끓는 냄비에  직원  얼굴  강제로 집어넣은  회장",〃,〃
9,제2018- 1247호,인사이트,11월  27일,정치·사회,버스정류장'  덮쳐  한  가족의 아버지를  죽인  '만취  차량' 블랙박스  영상이  공개됐다.,〃,〃
10,제2018- 1248호,나우뉴스,11월  23일,국제,살아있는  소에  불붙이는  축제 논란…불  끄려  벽에  돌진하기도,〃,〃
11,제2018- 1249호,전북도민일보,11월  6일,16면,소통  중심  환자  맞춤형·차별화 의료서비스  지역민  만족,기사형광고,〃
12,제2018- 1250호,인터넷 전북도민일보,11월  5일,기획특집,관절척추질환의  건강  지킴이 호성전주병원  관절척추센터,〃,〃
